DATOS,PAÍS,ODS,INDICADOR ODS,TIPO DE FUENTE,FUENTE,MÉTODO DE RECOLECCIÓN,OBJETIVO DE LOS DATOS,LEGISLACIÓN RECOLECCIÓN,LEGISLACIÓN CONFIDENCIALIDAD,LEGISLACIÓN RESTRICCIÓN A LA COMERCIALIZACIÓN,VARIABLES,INFORMACIÓN GENERADA,DESAGREGACIÓN GEOGRÁFICA,DISPONIBLE EN LÍNEA,FORMATO,DISPONIBLE EN,FECHA DE CONSULTA,PERIODICIDAD DE DIFUSIÓN,ÚLTIMA PUBLICACIÓN,CATEGORIAS USUARIOS,USUARIOS DE LA INFORMACIÓN,"CONSULTADO EN 
",OBSERVACIONES
USOS Y APORTES DE LA MADERA EN COSTA RICA-ESTADÍSTICAS 2014,COSTA RICA,15 VIDA DE ECOSISTEMAS TERRESTRES,,SECTOR PÚBLICO,OFICINA NACIONAL FORESTAL,MULTIPLES FUENTES,"El estudio recopila información −entre las industrias forestales− sobre consumo de madera en troza de las diferentes fuentes demateria prima (bosque natural, plantaciones forestales, terrenos de uso agropecuario y su utilización), precisa el aporte socioeconómico del sector forestal en términos de valor agregado y generación de empleo, determina la cantidad de empresas en operación, compara los estudios anteriores, identifica las principales tendencias de producción, procedencia de la materia prima, empleo y la balanza comercial.",,,,Fuente * Uso * Tarima * Sector productivo * Empleo Partida * Descripción * Exportación * Importación * Pais * Partida arancelaria * Volumen de producto * Año * Volumen * Consumo,"Fuentes de madera cosechada localmente, 2014 * Principales usos de la madera * Usos de la madera en la construcción , Tarimas utilizadas para el embalaje de los principales productos exportados * Empleo directo generado por el uso de la madera, 2014 * Valor en millones de dólares (US$) de las exportaciones e importaciones de productos forestales en Costa Rica, 2014 .Valor de los principales productos primarios de madera exportados por país de destino para el 2014 *Valor de los principales productos primarios de madera importados por país de procedencia para el 2014 * Consumo aparente de madera en Costa Rica para el período 2011-2014 * Monto y volumen adjudicado para la sub partida 2.03.03 Madera y sus derivados, del 2007 al 2014 * Precios de referencia promedio para madera en pie, en troza puesta en patio de aserradero y aserrada expresada en colones por pulgada maderera tica (¢/pmt) para el primer semestre del 2015",NACIONAL,NO,NA,OFICINA NACIONAL FORESTAL,09/09/2016,ANUAL,2014,,,http://www.oficinaforestalcr.org/article/usos-y-aportes-de-la-madera-en-costa-rica/,
ESTADISTICAS DE LA CONSTRUCCIÓN,COSTA RICA,6 AGUA LIMPIA Y SANEAMIENTO,,SECTOR PÚBLICO,"INSTITUTO NACIONAL DE ESTADÍSTICAS Y CENSOS ""INEC""",REGISTRO ADMINISTRATIVO,Los Índices de Precios de la Construcción se diseñaron para medir exclusivamente el cambio en los precios de los insumos directos para la construcción (materiales),,,,Número de dormitorios por vivienda * área en m2 por vivienda * número de vivienda * ubicación * precio vivienda * clase de obra * permisos construcción,"Construcción de viviendas y apartamentos por aposentos y dormitorios según provincia, cantón y grupos de área en metros cuadrados * Construcción de viviendas y apartamentos por número de permisos, número de viviendas, área en metros cuadrados y valor en miles de colones según provincia, cantón y grupos de área en metros cuadrados * Número de construcciones en el país por número de pisos según provincia y actividad económica * Número de construcciones, área en metros cuadrados y valor en miles de colones por clase de obra según provincia y cantón * Número de obras, área en metros cuadrados y valor en miles de colones por clase de permiso según provincia, cantón y destino de la obra",SÍ,SI,XLSX,http://www.inec.go.cr/economia/indices-de-precios-de-la-construccion,09/09/2016,ANUAL,jul.-16,,,http://www.inec.go.cr/economia/estadisticas-de-la-construccion,
ESTADISTICAS DE LA CONSTRUCCIÓN,COSTA RICA,"9 INDUSTRIA, INNOVACIÓN E INFRAESTRUCTURA",,SECTOR PÚBLICO,"INSTITUTO NACIONAL DE ESTADÍSTICAS Y CENSOS ""INEC""",ENCUESTA POR MUESTREO,Los Índices de Precios de la Construcción se diseñaron para medir exclusivamente el cambio en los precios de los insumos directos para la construcción (materiales),,,,Número de dormitorios por vivienda * área en m2 por vivienda * número de vivienda * ubicación * precio vivienda * clase de obra * permisos construcción,"Construcción de viviendas y apartamentos por aposentos y dormitorios según provincia, cantón y grupos de área en metros cuadrados * Construcción de viviendas y apartamentos por número de permisos, número de viviendas, área en metros cuadrados y valor en miles de colones según provincia, cantón y grupos de área en metros cuadrados * Número de construcciones en el país por número de pisos según provincia y actividad económica * Número de construcciones, área en metros cuadrados y valor en miles de colones por clase de obra según provincia y cantón * Número de obras, área en metros cuadrados y valor en miles de colones por clase de permiso según provincia, cantón y destino de la obra",PROVINCIA*CANTÓN*GRUPOS DE ÁREA,SI,XLSX,http://www.inec.go.cr/economia/estadisticas-de-la-construccion,09/09/2016,ANUAL,jul.-16,,,http://www.inec.go.cr/economia/estadisticas-de-la-construccion,
ENAE ENCUESTA NACIONAL A EMPRESAS,COSTA RICA,8 TRABAJO DECENTE Y CRECIMIENTO ECONÓMICO,,SECTOR PÚBLICO,"INSTITUTO NACIONAL DE ESTADÍSTICAS Y CENSOS ""INEC""",ENCUESTA POR MUESTREO,"Caracterizar las actividades económicas por sector, por trabajador, sexo y grupo ocupacional",,,,Sector económico de la empresa * Horas extras remuneradas * número trabajadores * sexo * Grupo ocupacional * Horas ordinarias remuneradas * Remuneración mensual,"Empresas por trimestre según sector económico * Horas extraordinarias mensuales remuneradas por trabajador, por sexo, según trimestre y grupo ocupacional * Horas extraordinarias mensuales remuneradas por trabajador, por sexo, según trimestre y sector económico * Horas ordinarias mensuales remuneradas por trabajador * Puestos vacantes por trimestre, según grupo ocupacional",NACIONAL,SI,XLSX,http://sistemas.inec.cr/pad4/index.php/catalog/161/study-description,09/09/2016,ANUAL,2015,,,http://sistemas.inec.cr/pad4/index.php/catalog/161/study-description,
ENAE ENCUESTA NACIONAL A EMPRESAS,COSTA RICA,5 IGUALDAD DE GÉNERO,,SECTOR PÚBLICO,"INSTITUTO NACIONAL DE ESTADÍSTICAS Y CENSOS ""INEC""",ENCUESTA POR MUESTREO,"Caracterizar las actividades económicas por sector, por trabajador, sexo y grupo ocupacional",,,,Sector económico de la empresa * Horas extras remuneradas * número trabajadores * sexo * Grupo ocupacional * Horas ordinarias remuneradas * Remuneración mensual,"Empresas por trimestre según sector económico * Horas extraordinarias mensuales remuneradas por trabajador, por sexo, según trimestre y grupo ocupacional * Horas extraordinarias mensuales remuneradas por trabajador, por sexo, según trimestre y sector económico * Horas ordinarias mensuales remuneradas por trabajador * Puestos vacantes por trimestre, según grupo ocupacional",NACIONAL,SI,XLSX,http://sistemas.inec.cr/pad4/index.php/catalog/161/study-description,09/09/2016,ANUAL,2015,,,http://sistemas.inec.cr/pad4/index.php/catalog/161/study-description,
ENHOPRO ENCUESTA DE HOGARES PRODUCTORES,COSTA RICA,8 TRABAJO DECENTE Y CRECIMIENTO ECONÓMICO,,SECTOR PÚBLICO,"INSTITUTO NACIONAL DE ESTADÍSTICAS Y CENSOS ""INEC""",ENCUESTA POR MUESTREO,"Recopilar, analizar y divulgar información sobre las actividades productivas de bienes y servicios desarrolladas por personas en forma independiente (sean patronos o cuenta propia), denominadas emprendimiento de los hogares.",,,,Nivel de educación * Edad * Sexo emprendedores * actividad económica *Créditos aprobados * * Apoyo de instituciones * tamaño del negocio * permanencia en el mercado * Empleo,"Emprendedores de los hogares con créditos aprobados por año según destino * Emprendedores de los hogares por año según sexo, grupo de edad, nivel de educación y otros * Emprendedores de los hogares por año y sexo según grupo de edad, nivel de educación * Emprendedores de los hogares por año según sexo, grupo de edad, nivel de educación y otros * Emprendedores de los hogares por año y sexo según grupo de edad, nivel de educación, jefatura del hogar y otros * Emprendimientos de los hogares por año según características de formalidad *Emprendimientos de los hogares por año según disponibilidad de local para realizar tareas",NACIONAL,SI,XLSX,http://sistemas.inec.cr/pad4/index.php/catalog/157/study-description,09/09/2016,ANUAL,2015,,,http://sistemas.inec.cr/pad4/index.php/catalog/157/study-description,
ENHOPRO ENCUESTA DE HOGARES PRODUCTORES,COSTA RICA,5 IGUALDAD DE GÉNERO,,SECTOR PÚBLICO,"INSTITUTO NACIONAL DE ESTADÍSTICAS Y CENSOS ""INEC""",ENCUESTA POR MUESTREO,"Recopilar, analizar y divulgar información sobre las actividades productivas de bienes y servicios desarrolladas por personas en forma independiente (sean patronos o cuenta propia), denominadas emprendimiento de los hogares.",,,,Nivel de educación * Edad * Sexo emprendedores * Actividad económica *Créditos aprobados * * Apoyo de instituciones * tamaño del negocio * permanencia en el mercado,"Emprendedores de los hogares con créditos aprobados por año según destino * Emprendedores de los hogares por año según sexo, grupo de edad, nivel de educación y otros * Emprendedores de los hogares por año y sexo según grupo de edad, nivel de educación * Emprendedores de los hogares por año según sexo, grupo de edad, nivel de educación y otros * Emprendedores de los hogares por año y sexo según grupo de edad, nivel de educación, jefatura del hogar y otros * Emprendimientos de los hogares por año según características de formalidad *Emprendimientos de los hogares por año según disponibilidad de local para realizar tareas",NACIONAL,SI,XLSX,http://sistemas.inec.cr/pad4/index.php/catalog/157/study-description,09/09/2016,ANUAL,2015,,,http://www.inec.go.cr/economia/sector-informal,
Encuesta de Uso de Tiempo de la Gran Área Metropolitana,COSTA RICA,1 FIN DE LA POBREZA,,ACADEMIA,UNIVERSIDAD DE COSTA RICA (UCR) - CENTRO CENTROAMERICANO DE POBLACIÓN,ENCUESTA POR MUESTREO,"Analizar los patrones de uso de tiempo y la producción y consumo no remunerado en Costa Rica. El dividendo de género es una oportunidad potencial para el crecimiento económico, producto del incremento de la participación de la mujer en el mercado laboral; sin embargo, el trabajo no remunerado que realizan las mujeres en el hogar puede considerarse como una barrera para incrementar su participación en la fuerza de trabajo.",,,,Edad * Sexo,"Distribución de la muestra por grupos de edad y sexo. Costa Rica, 2011 * Agrupaciones de las actividades de la Encuesta de Uso de Tiempo.
 Costa Rica, 201 * Actividades incluidas en los dos grupos principales de producción no remunerada. Costa Rica, 2011",NACIONAL,NO,NA,UNIVERSIDAD DE COSTA RICA (UCR) - CENTRO CENTROAMERICANO DE POBLACIÓN,11/09/2016,,2011,,,http://biblioteca.ccp.ucr.ac.cr/handle/123456789/1392,
Encuesta de Uso de Tiempo de la Gran Área Metropolitana,COSTA RICA,5 IGUALDAD DE GÉNERO,,ACADEMIA,UNIVERSIDAD DE COSTA RICA (UCR) - CENTRO CENTROAMERICANO DE POBLACIÓN,ENCUESTA POR MUESTREO,"Analizar los patrones de uso de tiempo y la producción y consumo no remunerado en Costa Rica. El dividendo de género es una oportunidad potencial para el crecimiento económico, producto del incremento de la participación de la mujer en el mercado laboral; sin embargo, el trabajo no remunerado que realizan las mujeres en el hogar puede considerarse como una barrera para incrementar su participación en la fuerza de trabajo.",,,,Edad * Sexo,"Distribución de la muestra por grupos de edad y sexo. Costa Rica, 2011 * Agrupaciones de las actividades de la Encuesta de Uso de Tiempo.
 Costa Rica, 201 * Actividades incluidas en los dos grupos principales de producción no remunerada. Costa Rica, 2011",NACIONAL,NO,NA,UNIVERSIDAD DE COSTA RICA (UCR) - CENTRO CENTROAMERICANO DE POBLACIÓN,11/09/2016,,2011,,,http://biblioteca.ccp.ucr.ac.cr/handle/123456789/1392,
ESTIMACIONES DE LAS POBLACIONES META DE CADA PROGRAMA FINANCIADO POR EL FODESAF. 2015,COSTA RICA,1 FIN DE LA POBREZA,,SECTOR PÚBLICO,FONDO DE DESARROLLO SOCIAL Y ASIGNACIONES FAMILIARES (FODESAF),REGISTRO ADMINISTRATIVO,"Presentar las estimaciones de las poblaciones meta de cada programa financiado por el FODESAF 2015, apoyados en la información trimestral y anual, que envían los programas sociales que reciben recursos del Fodesaf. Contiene además alguna información del Censo 2011 y de la Encuesta Nacional de Hogares del Instituto Nacional de Estadística y Censos, INEC.",,,,Programa * Producto * Criterio * Pobres por ingresos insuficientes * Grupos vulnerables * Grupos medios * Grupos acomodados,"Programa, producto y criterio totales de control * Bono familiar para la vivienda (BFV) * Regimen no contributivo de pensiones (RNC) * Asegurados por cuenta del estado (ACE) * Pacientes en fase terminal (FT) * Pobreza y discapacidad (CNREE) * Acueductos rurales (ACRU-AYA) * Bienestar y promoción familiar (IMAS) * Programa de alimentación y nutrición del escolar (PANEA-CE) * Becas para estudiar (FONABE) * Nutrición y desarrollo infantil (CEN-CINAI) * Saneamiento básico (SANEBAR - MS) * Construyendo lazos de solidaridad (CONAPAM) * Programa Nacional de Empleo (PRONAE-MTSS) * Empléate * Programa Nacional de Apoyo a la Pequeña y Mediana Empresa (PRONAMYPE-MTSS)",NACIONAL,SI,XLSX,http://fodesaf.go.cr/Programas%20Sociales/indicadores.html#HERMES_ACCORDION_1_4,12/09/2016,ANUAL,sep-14,,,http://fodesaf.go.cr/Programas%20Sociales/indicadores.html#HERMES_ACCORDION_1_4,
INDICADORES 2014 Y COMPARATIVO 2011-2014 FONDO DE DESARROLLO SOCIAL Y ASIGNACIONES FAMILIARES (FODESAF),COSTA RICA,1 FIN DE LA POBREZA,,SECTOR PÚBLICO,FONDO DE DESARROLLO SOCIAL Y ASIGNACIONES FAMILIARES (FODESAF),REGISTRO ADMINISTRATIVO,Presentar informe de evaluación de los programas sociales selectivos financiados por el Fondo de Desarrollo Social y Asignaciones familiares (FODESAF),,,,Programa * Monto girado * Gasto total * Beneficiarios * Número de productos,Distribución de recursos y beneficiarios del FODESAF 2014 * Indicadores de Resultado 2014,NACIONAL,NO,NA,FONDO DE DESARROLLO SOCIAL Y ASIGNACIONES FAMILIARES (FODESAF),13/09/2016,NO ESTABLECIDO,2014,,,http://fodesaf.go.cr/fodesaf/Archivos%20de%20Estudios%20IICE/Informe%20de%20indicadores%202014%20y%20comparativo%202011-2014.pdf,
INDICADORES 2014 Y COMPARATIVO 2011-2014 FONDO DE DESARROLLO SOCIAL Y ASIGNACIONES FAMILIARES (FODESAF),COSTA RICA,1 FIN DE LA POBREZA,,SECTOR PÚBLICO,FONDO DE DESARROLLO SOCIAL Y ASIGNACIONES FAMILIARES (FODESAF),REGISTRO ADMINISTRATIVO,Presentar informe de evaluación de los programas sociales selectivos financiados por el Fondo de Desarrollo Social y Asignaciones familiares (FODESAF),,,,Programa * Monto girado * Gasto total * Beneficiarios * Número de productos,Distribución de recursos y beneficiarios del FODESAF 2014 * Indicadores de Resultado 2014,NACIONAL,NO,NA,FONDO DE DESARROLLO SOCIAL Y ASIGNACIONES FAMILIARES (FODESAF),13/09/2016,NO ESTABLECIDO,2014,,,http://fodesaf.go.cr/fodesaf/Archivos%20de%20Estudios%20IICE/Informe%20de%20indicadores%202014%20y%20comparativo%202011-2014.pdf,
ATLAS DEL DESARROLLO HUMANO CANTONAL 2016 - REFERENCIAS ESTADÍSTICAS,COSTA RICA,1 FIN DE LA POBREZA,,ACADEMIA,UNIVERSIDAD DE COSTA RICA - ESCUELA DE ESTADÍSTICA (EE-UCR),NA,"Poner a disposición del país la información, y actualización (dato y metodológico), del Atlas del Desarrollo Humano Cantonal de Costa Rica, el cual incluye el cálculo del Índice de Desarrollo Humano cantonal (IDHc), el Índice de Pobreza Humana cantonal (IPHc), el Índice de Desarrollo Relativo al Género en el ámbito cantonal (IDGc) y el Índice de Potenciación de Género cantonal (IPGc). El Atlas constituye una base de datos de consulta frecuente por parte de instituciones gubernamentales,municipalidades, centros académicos, organizaciones de la sociedad civil, medios de comunicación y la ciudadanía en general, convirtiéndose en una herramienta de monitoreo relevante para la toma de decisiones.",,,,Índice de esperanza de vida * Índice de bienestar material * Índice de conocimiento * Índice de matriculización global * Índice de esperanza de vida igualmente distribuido* Índice de conocimiento igualmente distribuido * Indice de bienestar material igualmene distribuido * PEID indexado para participación económica * PEID del poder sobre los recursos económicos,Referencias estadísticas :Dimensión Nivel de vida digno * Dimensión Participación política y poder de decisión * Dimensión Participación económica y poder de decisión * Dimensión Poder sobre los recursos económicos * Dimensión Vida larga y saludable * Dimensión Educación * Dimensión Exclusión social * Dimensión Nivel de vida digno * Métodología cálculo de índices,NACIONAL * CANTÓN,SI,xlsx,http://desarrollohumano.or.cr/mapa-cantonal/index.php/informacion-adicional,13/09/2016,NO ESTABLECIDO,2016,,,http://desarrollohumano.or.cr/mapa-cantonal/index.php/informacion-adicional,
ATLAS DEL DESARROLLO HUMANO CANTONAL 2016 - REFERENCIAS ESTADÍSTICAS,COSTA RICA,5 IGUALDAD DE GÉNERO,,ACADEMIA,UNIVERSIDAD DE COSTA RICA - ESCUELA DE ESTADÍSTICA (EE-UCR),NA,"Poner a disposición del país la información, y actualización (dato y metodológico), del Atlas del Desarrollo Humano Cantonal de Costa Rica, el cual incluye el cálculo del Índice de Desarrollo Humano cantonal (IDHc), el Índice de Pobreza Humana cantonal (IPHc), el Índice de Desarrollo Relativo al Género en el ámbito cantonal (IDGc) y el Índice de Potenciación de Género cantonal (IPGc). El Atlas constituye una base de datos de consulta frecuente por parte de instituciones gubernamentales,municipalidades, centros académicos, organizaciones de la sociedad civil, medios de comunicación y la ciudadanía en general, convirtiéndose en una herramienta de monitoreo relevante para la toma de decisiones.",,,,Índice de esperanza de vida * Índice de bienestar material * Índice de conocimiento * Índice de matriculización global * Índice de esperanza de vida igualmente distribuido* Índice de conocimiento igualmente distribuido * Indice de bienestar material igualmene distribuido * PEID indexado para participación económica * PEID del poder sobre los recursos económicos,Referencias estadísticas :Dimensión Nivel de vida digno * Dimensión Participación política y poder de decisión * Dimensión Participación económica y poder de decisión * Dimensión Poder sobre los recursos económicos * Dimensión Vida larga y saludable * Dimensión Educación * Dimensión Exclusión social * Dimensión Nivel de vida digno * Métodología cálculo de índices,NACIONAL * CANTÓN,SI,xlsx,http://desarrollohumano.or.cr/mapa-cantonal/index.php/informacion-adicional,14/09/2016,NO ESTABLECIDO,2016,,,http://desarrollohumano.or.cr/mapa-cantonal/index.php/informacion-adicional,
